xx;mark;mark_1;mark_2;mark_3;name;ada;no_seri;merk;type;thn_pengadaan;thn_operasional;berfungsi;kalibrasi;harga;pendanaan;distributor;akl_akd;keterangan
;723;;;10902007;Bed patient;Ya;20711;Platinum Inspiration;PI-208 MS (2 Crank Function);2014;2014;Baik;Belum;17869491;APBN;PT. D & V INTERNATIONAL MAKMUR GEMILANG;AKD 10902310060;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;Platinum Inspiration;PI-208 MS (2 Crank Function);2014;2014;Baik;Belum;17869491;APBN;PT. D & V INTERNATIONAL MAKMUR GEMILANG;AKD 10902310060;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;SUPRAMAK;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;PARAMOUNT;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;-unknown-;-unknown-;2011;2011;Baik;Belum;0;APBD;;;R.LW.I (tidak diketahui tahunnya)
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.I
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;201;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;2071;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;10902007;Bed patient;Ya;20711;MAK;33008;2011;2011;Baik;Belum;16335450;APBD;;;R.LW.1
;723;;;1801051;Tensimeter;Ya;20711;ABN;-unknown-;2015;2015;Baik;Belum;0;APBD;;;R.L.BARAKATI I
;723;;;1801051;Tensimeter;Ya;16401567;MPM ERKA;STAND VARIO;2018;2018;Baik;Belum;5500000;DAK;;;R.RAHA MONGKILO
;723;;;20901011;Termometer digital;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;20902008;Infant radiant warmer;Ya;6537;BIEGLER Emergency Warmer;ESH 04;2018;2018;Baik;Belum;27000000;DAK;PT INDOPRIMA BIONET;AKL 20209211958;EMERGENCY WARMER (R.LW I)
;723;;;20902008;Infant radiant warmer;Ya;6529;BIEGLER Emergency Warmer;ESH 04;2018;2018;Baik;Belum;27000000;DAK;PT INDOPRIMA BIONET;AKL 20209211958;R.VIP (EMERGENCY WARMER)
;723;;;20902046;Syringe Pump;Ya;1703010236;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;;;R.LW.I
;723;;;20902046;Syringe Pump;Ya;1705010113;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;;;R.RAHA MONGKILO
;723;;;20902046;Syringe Pump;Ya;1705010297;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;;;R.VIP
;723;;;20902046;Syringe Pump;Ya;1703010118;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;;;R.SUPER VIP
;723;;;20902046;Syringe Pump;Ya;19810T070186;CHANGSHA BEYOND SYRINGE PUMP;BYZ-810T;2020;2020;Baik;Belum;15933180;DAK;PT. GLOBAL SYSTECH MEDIKA;AKL 20902214109;RAHA MONGKILO
;723;;;20902046;Syringe Pump;Ya;19810T07189;CHANGSHA BEYOND SYRINGE PUMP;BYZ-810T;2020;2020;Baik;Belum;15933180;DAK;PT. GLOBAL SYSTECH MEDIKA;AKL 20902214109;LAIKA WARAKA BEDAH
;723;;;20902046;Syringe Pump;Ya;19810T060157;CHANGSHA BEYOND SYRINGE PUMP;BYZ-810T;2020;2020;Baik;Belum;15933180;DAK;PT. GLOBAL SYSTECH MEDIKA;AKL 20902214109;LAIKA MENDIDOHA I
;723;;;20902046;Syringe Pump;Ya;SK 10812779;MINDRAY;BENEFUSION SP3EX;2021;2022;Baik;Belum;17500000;DAK;;;LAIKA WARAKA I
;723;;;20501040;Vena section;Ya;22111;MEDICON Vena Sectio Set;VENA SECTIO;2018;2018;Baik;Belum;12021611;DAK;;;R.LW.I
;723;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LW.I B
;723;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.RAHA MONGKILO
;723;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.RAHA MONGKILO
;723;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.RAHA MONGKILO
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LW.I.B
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LW.I.B
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LW.I.B
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LW.I.B
;723;;;20903056;Tiang infus;Ya;1,90136E+15;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LM.I.
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LM.I
;723;;;20903056;Tiang infus;Ya;1,90224E+16;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.LM.I
;723;;;20903056;Tiang infus;Ya;1,90136E+15;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338454;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.RAHA MONGKILO
;723;;;20903056;Tiang infus;Ya;1,90136E+15;MAK Infuse Stand;36103;2019;2019;Baik;Belum;1338472;APBD;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R.RAHA MONGKILO
;723;;;10903172;Lemari Peralatan;Ya;20711;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.RAHA MONGKILO
;723;;;10903172;Lemari Peralatan;Ya;20711;MAK INSTRUMEN;32901;2018;2018;Baik;Belum;0;DAK;;;
;723;;;10903172;Lemari Peralatan;Ya;20711;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.LM.I
;723;;;10903172;Lemari Peralatan;Ya;20711;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.LM.I
;723;;;10903172;Lemari Peralatan;Ya;20711;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.LB.I
;723;;;11402026;Kursi roda;Ya;1,81131E+15;MAK;31305;2018;2018;Baik;Belum;2500000;APBD;;;
;723;;;11402026;Kursi roda;Ya;1,90331E+15;MAK Wheel Chair;31303;2019;2019;Baik;Belum;2823300;APBD;PT. MEGA ANDALAN KALASAN;AKD. 11402900389;R.LW. 1.B
;723;;;11402026;Kursi roda;Ya;7692092;HOSTCEH;KY868LAJ-A;2020;2020;Baik;Belum;5250000;DAK;;;LAIKA WARAKA BEDAH
;723;;;11402026;Kursi roda;Ya;7692103;HOSTCEH;KY868LAJ-A;2020;2020;Baik;Belum;5250000;DAK;;;LAIKA WARAKA OBGYN
;723;;;11402026;Kursi roda;Ya;2,10331E+15;MAK Wheel Chair;31313;2021;2021;Baik;Belum;5133300;DAK;;;LAWA BEDAH
;723;;;20902005;Bed patient electric;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;10901002;Bed-side Monitor/Bed-patient monitor/Patient monitor;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;10903021;Examination light / Examination lamp / Lampu periksa / Hanging lamp;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;21603058;Minor Surgery Set;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;11303011;Nonpowered orthopedic traction apparatus and accessories;Tidak;0;-unknown-;-unknown-;;;Rusak;Belum;0;;-;;-
;723;;;20403044;Nebulizer;Ya;32015733;SUCHATZKI Ultrasonic Nebulizer;Micro 800 U;2020;2020;Baik;Belum;31711714;DAK;PT. BIOTECH FARMA;AKL 20403313015;LAIKA WARAKA BEDAH
;723;;;20403044;Nebulizer;Ya;101915549.A;SUCHATZKI Ultrasonic Nebulizer;Micro 800 U;2020;2020;Baik;Belum;31711714;DAK;PT. BIOTECH FARMA;AKL 20403313015;LAAIKA WARAKA OBGYN
;723;;;10901006;"Timbangan dewasa; ";Ya;5000199044;HEALTH O METER;-unknown-;2021;2021;Baik;Belum;9900200;DAK;;;LAWA 1
;723;;;10902010;Matras decubitus;Ya;202109T08P09-0008;MEDINA;-unknown-;2022;2023;Baik;Belum;31250000;BLU;;;LAMA 1 BEDAH
;723;;;10902010;Matras decubitus;Ya;202109T08P09-0007;MEDINA;-unknown-;2022;2023;Baik;Belum;31250000;BLU;;;LAWA I BEDAH
;***;;;Ruangan Perawatan Perinatologi;;;;;;;;;;;;;;
;739;;;20903055;Baby Suction Pump;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;10903021;Examination light / Examination lamp / Lampu periksa / Hanging lamp;Ya;0;;;;;Baik;Belum;0;APBN;;;
;739;;;20403075;Continuous positive airway pressure (CPAP);Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;739;;;21102005;Fetal phonocardiographic monitor and accessories;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;739;;;1801051;Tensimeter;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;1801051;Tensimeter;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;739;;;20502020;Pulse Oxymeter / Oximeter / Pulse Oximeter / Oksigen Saturasi/SPO2;Ya;0;;;;;Baik;Belum;0;APBN;;;
;739;;;20902035;Infusion pump;Ya;01 infuspump;terumo;-unknown-;2017;2022;Baik;Belum;0;DAK;;;
;739;;;20902035;Infusion pump;Ya;02 infuspump;terumo;-unknown-;2017;2022;Baik;Belum;0;DAK;;;
;739;;;20901011;Termometer digital;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;739;;;20902046;Syringe Pump;Ya;01 syringe pump;terumo;-unknown-;2017;2022;Baik;Belum;0;DAK;;;
;739;;;10901002;Bed-side Monitor/Bed-patient monitor/Patient monitor;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;20403030;Oxygen Concentrator / Portable Oxygen Generator. ;Ya;0;;;2004;;Baik;Belum;0;;;;
;739;;;20403030;Oxygen Concentrator / Portable Oxygen Generator. ;Ya;0;;;2004;;Baik;Belum;0;;;;
;739;;;10901020;Timbangan bayi;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;10901020;Timbangan bayi;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;20902048;Stetoskop bayi;Ya;0;;;;;Baik;Belum;0;;;;
;739;;;20902008;Infant radiant warmer;Ya;01 infan;MEDICOR BABYLIFE Incubator;BLF-2001;2020;2022;Baik;Belum;0;DAK;PT. BIOTECH FARMA;AKL 20902110838;
;739;;;20902008;Infant radiant warmer;Ya;02 infan;MEDICOR BABYLIFE Incubator;BLF-2001;2020;2022;Baik;Belum;0;DAK;PT. BIOTECH FARMA;AKL 20902110838;
;739;;;20902008;Infant radiant warmer;Ya;03 infan;MEDICOR BABYLIFE Incubator;BLF-2001;2020;2022;Baik;Belum;0;DAK;PT. BIOTECH FARMA;AKL 20902110838;
;739;;;20902008;Infant radiant warmer;Ya;04 infan;MEDICOR BABYLIFE Incubator;BLF-2001;2020;2022;Baik;Belum;0;DAK;PT. BIOTECH FARMA;AKL 20902110838;
;739;;;20902034;Phototherapy unit;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;739;;;20403083;Resusitator bayi/neonatus;Ya;0;;;;;Rusak;Belum;0;;;;
;739;;;11106011;Intubation set;Ya;0;;;;;Rusak;Belum;0;;;;
;739;;;10903022;Examination Table;Ya;0;;;;;Rusak;Belum;0;;;;
;739;;;20902018;Inkubator infant;Ya;01 inkubator;drager;-unknown-;2018;2022;Baik;Belum;0;DAK;;;
;739;;;20902018;Inkubator infant;Ya;02 inkubator;FANEM Infant Incubator;1186C;2020;2022;Baik;Belum;0;DAK;PT. BINABAKTI NIAGAPERKASA;AKL 20902902802;tahun blm diketahui
;***;;;Ruangan Perawatan Isolasi tipe tekanan negative (Kelas N);;;;;;;;;;;;;;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.1;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.2;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.3;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.4;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.5;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.6;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.7;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.8;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.9;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.10;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.11;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.12;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.13;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.14;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.15;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.16;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20902005;Bed patient electric;Ya;020711.TT.17;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2020;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;90201;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;020711.SC.1;LAERDAL Compact Suction Unit;-unknown-;2018;2020;Baik;Belum;31005678;DAK;;;
;90201;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;020711.SC.2;LAERDAL Compact Suction Unit;-unknown-;2018;2020;Baik;Belum;31005678;DAK;;;
;90201;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;1907520;GEMMY;SU 305P;2020;2020;Baik;Belum;26026342;DAK;;;
;90201;;;20902035;Infusion pump;Ya;020711.IP.1;TERUMO;172CW3;2018;2020;Baik;Belum;24909060;DAK;;;
;90201;;;20902035;Infusion pump;Ya;020711.IP.2;TERUMO;172CW3;2018;2020;Baik;Belum;24909060;DAK;;;
;90201;;;20902046;Syringe Pump;Ya;020711.SP.1;TERUMO;TE-SS700N03;2018;2020;Baik;Belum;17019200;DAK;;;
;90201;;;20902046;Syringe Pump;Ya;020711.sp.2;TERUMO;TE-SS700N03;2018;2020;Baik;Belum;17019200;DAK;;;
;90201;;;20902046;Syringe Pump;Ya;020711.SP.3;TERUMO;TE-SS700N03;2018;2020;Baik;Belum;17019200;DAK;;;
;90201;;;20902046;Syringe Pump;Ya;SK 10812783;MINDRAY;BENEFUSION SP 3EX;2021;2022;Baik;Belum;17500000;DAK;;;
;90201;;;20501033;Stetoskop;Ya;020711.ST.1;MPM ERKA;DOUBLE MEMBRAN;2018;2020;Baik;Belum;1100000;DAK;;;
;90201;;;20501033;Stetoskop;Ya;020711.ST.2;MPM ERKA;DOUBLE MEMBRAN;2018;2020;Baik;Belum;1100000;DAK;;;
;90201;;;20501033;Stetoskop;Ya;020711.ST.3;MPM ERKA;DOUBLE MEMBRAN;2018;2020;Baik;Belum;1100000;DAK;;;
;90201;;;10901017;Tensimeter Anaeroid;Ya;020711.TM.1;MPM ERKA;STAND VARIO;2018;2020;Baik;Belum;5500000;DAK;;;
;90201;;;10901017;Tensimeter Anaeroid;Ya;020711.TM.2;MPM ERKA;STAND VARIO;2018;2020;Baik;Belum;5500000;DAK;;;
;90201;;;11501050;X-Ray Film Viewer;Ya;020711.FV.1;TESENA X-Ray Film Viewer;TSN 014-3;2018;2020;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;
;90201;;;10903172;Lemari Peralatan;Ya;020711.LP.1;MAK Instrument;32901;2018;2020;Baik;Belum;5688300;DAK;;;
;90201;;;10903172;Lemari Peralatan;Ya;020711.LP.2;MAK Instrument;32901;2018;2020;Baik;Belum;5688300;DAK;;;
;90201;;;10903172;Lemari Peralatan;Ya;020711.LP.3;MAK Instrument;32901;2018;2020;Baik;Belum;5688300;DAK;;;
;90201;;;10903172;Lemari Peralatan;Ya;020711.LP.4;MAK Instrument;32901;2018;2020;Baik;Belum;5688300;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI;MAK Infusion Stand;36103;2018;2020;Baik;Belum;1333418;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI.2;MAK Infusion Stand;36103;2018;2020;Baik;Belum;1333416;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI.3;MAK Infusion Stand;36103;2018;2020;Baik;Belum;1333416;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI.4;MAK Infusion Stand;36103;2018;2020;Baik;Belum;1333416;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI.5;MAK Infusion Stand;36103;2018;2020;Baik;Belum;1333416;DAK;;;
;90201;;;20903056;Tiang infus;Ya;020711.TI.6;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.7;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.8;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.9;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.10;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.11;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.12;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.13;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.14;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.15;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
;90201;;;20903056;Tiang infus;Ya;020711.TI.16;INDOMED;DOUBLE HOCK;2020;2021;Baik;Belum;3000000;APBD;;;COVID RS
